X_km,Y_km,ConnectedBS,Handover,RSSI_BS1,RSSI_BS2,RSSI_BS3,RSSI_BS4
0.307692307692308,0.153846153846154,1,0,-62.9650526429347,-88.1874458114529,-92.4995572997054,-87.1794769987466
0.307692307692308,0.307692307692308,1,0,-52.255809611224,-87.707791433605,-91.4495412003668,-85.2830233346844
0.307692307692308,0.461538461538462,1,0,-49.7666600987293,-87.4134422837723,-90.3789555625686,-83.1399152906069
0.307692307692308,0.615384615384615,1,0,-61.20566150903,-87.3272192459659,-89.303043181952,-80.6867163821932
0.307692307692308,0.769230769230769,1,0,-68.6251334207053,-87.4561920401305,-88.2453417375098,-77.8417929442451
0.307692307692308,0.923076923076923,1,0,-73.7243686690673,-87.7898518183135,-87.2400131681685,-74.5161388828994
0.307692307692308,1.07692307692308,4,1,-77.5749853185113,-88.3028027332599,-86.3331980983376,-70.6932365922959
0.307692307692308,1.23076923076923,4,0,-80.6608489911355,-88.9606348778128,-85.5815512403298,-66.7986474371892
0.307692307692308,1.38461538461538,4,0,-83.2330377001774,-89.726421405414,-85.0457486013466,-64.6087451406712
0.307692307692308,1.53846153846154,4,0,-85.4372136075054,-90.5657531301982,-84.7782225096714,-66.1359839082106
0.307692307692308,1.69230769230769,4,0,-87.3650614757576,-91.4495412003668,-84.8084139056715,-69.8894552139466
0.307692307692308,1.84615384615385,4,0,-89.0779195123476,-92.3548861605763,-85.1328843100819,-73.7882702959132
0.307692307692308,2,4,0,-90.6188000410813,-93.2647262227188,-85.7165288075569,-77.2176768596223
0.461538461538462,0,1,1,-69.5648387394232,-87.2619080743333,-92.854962042437,-88.62507986354
0.461538461538462,0.153846153846154,1,0,-62.422344216071,-86.4798987160784,-91.7350071937095,-86.8636381957698
0.461538461538462,0.307692307692308,1,0,-49.7666600987293,-85.8754193450749,-90.5657531301982,-84.8759119632629
0.461538461538462,0.461538461538462,1,0,-46.0530204065897,-85.499406399513,-89.3531075926829,-82.5963801286919
0.461538461538462,0.615384615384615,1,0,-60.5160975489752,-85.3884893898577,-88.1095631964114,-79.9271578737016
0.461538461538462,0.769230769230769,1,0,-68.3709910983394,-85.5542675294116,-86.8578779874654,-76.7137198672292
0.461538461538462,0.923076923076923,4,1,-73.5949412114159,-85.9795418342404,-85.6358284256538,-72.6956525327985
0.461538461538462,1.07692307692308,4,0,-77.4970133869983,-86.6238386119883,-84.5009994066879,-67.4084507136643
0.461538461538462,1.23076923076923,4,0,-80.6088502847883,-87.4348470276856,-83.5325377556871,-60.1465097059213
0.461538461538462,1.38461538461538,4,0,-83.1959246712983,-88.3598352846443,-82.8243106424558,-53.2505834201107
0.461538461538462,1.53846153846154,4,0,-85.4094092139452,-89.3531075926829,-82.464480397671,-58.4585988158583
0.461538461538462,1.69230769230769,4,0,-87.3434602746012,-90.3789555625686,-82.505307717692,-66.1359839082106
0.461538461538462,1.84615384615385,4,0,-89.0606570806338,-91.4115085691999,-82.9405882337432,-71.7597845112632
0.461538461538462,2,4,0,-90.6046901307052,-92.4331258457663,-83.7085054942053,-75.9855623510949
0.615384615384615,0,1,1,-71.3333095011648,-85.5815512403298,-92.2417083874337,-88.5515490858328
0.615384615384615,0.153846153846154,1,0,-66.3071091717902,-84.5945279440587,-91.0204045399546,-86.7709502364527
0.615384615384615,0.307692307692308,1,0,-61.20566150903,-83.812175211874,-89.726421405414,-84.7555004999554
0.615384615384615,0.461538461538462,1,0,-60.5160975489752,-83.3158894215429,-88.3598352846443,-82.4337162581471
0.615384615384615,0.615384615384615,1,0,-65.2177388041978,-83.1679712466706,-86.9267158324209,-79.6955283578242
0.615384615384615,0.769230769230769,1,0,-70.4016264269713,-83.3887894753411,-85.4441489423226,-76.3583026114703
0.615384615384615,0.923076923076923,4,1,-74.6877761572594,-83.9482513867278,-83.9482513867277,-72.084630790479
0.615384615384615,1.07692307692308,4,0,-78.1716994786408,-84.7782225096714,-82.505307717692,-66.1359839082106
0.615384615384615,1.23076923076923,4,0,-81.0645828175318,-85.7963866435503,-81.2227006170607,-56.2895370206078
0.615384615384615,1.38461538461538,4,0,-83.5236322007797,-86.9267158324209,-80.2482974743099,-24.8455440401991
0.615384615384615,1.53846153846154,4,0,-85.656083482717,-88.1095631964114,-79.7394965584807,-53.2505834201107
0.615384615384615,1.69230769230769,4,0,-87.5357094959475,-89.303043181952,-79.7977304160502,-64.6087451406712
0.615384615384615,1.84615384615385,4,0,-89.2146341482089,-90.4801053537955,-80.410644854396,-71.0655232182042
0.615384615384615,2,4,0,-90.730751988264,-91.6245684063097,-81.4597502742306,-75.5937235332085
0.769230769230769,0,1,1,-74.1000078251106,-83.7777745231457,-91.6983711521893,-88.6615818666989
0.769230769230769,0.153846153846154,1,0,-70.9741364651198,-82.505307717692,-90.3789555625686,-86.9095643634379
0.769230769230769,0.307692307692308,1,0,-68.6251334207053,-81.4597502742306,-88.9606348778128,-84.9354142489009
0.769230769230769,0.461538461538462,1,0,-68.3709910983394,-80.776569507608,-87.4348470276856,-82.6764329812716
0.769230769230769,0.615384615384615,1,0,-70.4016264269713,-80.5696179526902,-85.7963866435503,-80.0403942903189
0.769230769230769,0.769230769230769,1,0,-73.4632859776145,-80.87798272993,-84.0487430477721,-76.8854213584566
0.769230769230769,0.923076923076923,4,1,-76.5823660912692,-81.6442386927774,-82.2148314694767,-72.9837837832015
0.769230769230769,1.07692307692308,4,0,-79.4262755984673,-82.7457984802548,-80.3569110173577,-67.9732075252567
0.769230769230769,1.23076923076923,4,0,-81.9458144248565,-84.0487430477721,-78.6075077123576,-61.5284511868964
0.769230769230769,1.38461538461538,4,0,-84.1725290093252,-85.4441489423226,-77.1973284032325,-56.2895370206078
0.769230769230769,1.53846153846154,4,0,-86.152096955942,-86.8578779874654,-76.4262135066254,-60.1465097059213
0.769230769230769,1.69230769230769,4,0,-87.9263631200001,-88.2453417375098,-76.5158335154027,-66.7986474371893
0.769230769230769,1.84615384615385,4,0,-89.5298611992013,-89.5825040790227,-77.4380083612069,-72.084630790479
0.769230769230769,2,4,0,-90.9902495128511,-90.8581862785391,-78.9391149176363,-76.1742027439916
0.923076923076923,0,1,1,-77.0117144902406,-81.8687625979864,-91.2444796039111,-88.9474915440687
0.923076923076923,0.153846153846154,1,0,-75.0199114124264,-80.1934068171773,-89.8365145195539,-87.2673720221661
0.923076923076923,0.307692307692308,1,0,-73.7243686690673,-78.7418806058203,-88.3028027332599,-85.3954690237446
0.923076923076923,0.461538461538462,1,0,-73.5949412114159,-77.7475692811525,-86.6238386119883,-83.2883717749584
0.923076923076923,0.615384615384615,1,0,-74.6877761572594,-77.4380083612069,-84.7782225096714,-80.8905653618937
0.923076923076923,0.769230769230769,1,0,-76.5823660912692,-77.8977749963778,-82.7457984802548,-78.1357380572249
0.923076923076923,0.923076923076923,4,1,-78.7916680255524,-79.0037454690023,-80.5169931820175,-74.9655474291676
0.923076923076923,1.07692307692308,4,0,-81.0152662041006,-80.5169931820175,-78.117693745375,-71.4205280088321
0.923076923076923,1.23076923076923,4,0,-83.121153985528,-82.2148314694767,-75.6687386514155,-67.9732075252567
0.923076923076923,1.38461538461538,4,0,-85.0676257644514,-83.9482513867278,-73.4964128386002,-66.1359839082106
0.923076923076923,1.53846153846154,4,0,-86.8521134380586,-85.6358284256538,-72.2029773531727,-67.4084507136643
0.923076923076923,1.69230769230769,4,0,-88.4866246488463,-87.2400131681685,-72.357977190836,-70.693236592296
0.923076923076923,1.84615384615385,3,1,-89.9872648785973,-88.7475823138562,-73.8831327798219,-74.2811286847929
0.923076923076923,2,3,0,-91.3700920228462,-90.1575941053945,-76.1508755522431,-77.5360987057991
1.07692307692308,0,1,1,-79.724868555847,-79.9128847211258,-90.8990645102194,-89.3904420245307
1.07692307692308,0.153846153846154,2,1,-78.3839882268088,-77.671345628492,-89.4193544525622,-87.8153161878134
1.07692307692308,0.307692307692308,2,0,-77.5749853185113,-75.5685541118604,-87.7898518183135,-86.0886406417263
1.07692307692308,0.461538461538462,2,0,-77.4970133869983,-74.0078132949929,-85.9795418342404,-84.1888834740673
1.07692307692308,0.615384615384615,2,0,-78.1716994786408,-73.4964128386002,-83.9482513867278,-82.0976279189484
1.07692307692308,0.769230769230769,2,0,-79.4262755984673,-74.2512381416913,-81.6442386927774,-79.812219869608
1.07692307692308,0.923076923076923,2,0,-81.0152662041006,-75.9616517963136,-79.0037454690023,-77.3785446236935
1.07692307692308,1.07692307692308,4,1,-82.7359275532869,-78.117693745375,-75.9616517963136,-74.9655474291676
1.07692307692308,1.23076923076923,3,1,-84.4616891123028,-80.3569110173577,-72.5098983764245,-72.9837837832015
1.07692307692308,1.38461538461538,3,0,-86.1267775675601,-82.505307717692,-68.9313784963374,-72.084630790479
1.07692307692308,1.53846153846154,3,0,-87.7026333106461,-84.5009994066879,-66.3912572178841,-72.6956525327985
1.07692307692308,1.69230769230769,3,0,-89.1806838916472,-86.3331980983376,-66.7188867536096,-74.5161388828994
1.07692307692308,1.84615384615385,3,0,-90.5622035546341,-88.0110813384256,-69.619907229592,-76.8854213584566
1.07692307692308,2,3,0,-91.8528767787226,-89.5501513597699,-73.2272916674033,-79.334376452416
1.23076923076923,0,2,1,-82.1617796529353,-78.0450877873439,-90.6784784677219,-89.9642650208973
1.23076923076923,0.153846153846154,2,0,-81.210653079138,-75.0469491933044,-89.150853299645,-88.514516913542
1.23076923076923,0.307692307692308,2,0,-80.6608489911355,-71.8832242033275,-87.4561920401305,-86.9552164252202
1.23076923076923,0.461538461538462,2,0,-80.6088502847883,-69.167841847569,-85.5542675294116,-85.2830233346844
1.23076923076923,0.615384615384615,2,0,-81.0645828175318,-68.1746848516088,-83.3887894753411,-83.5057899247961
1.23076923076923,0.769230769230769,2,0,-81.9458144248565,-69.6199072295921,-80.87798272993,-81.6556228000222
1.23076923076923,0.923076923076923,2,0,-83.121153985528,-72.5098983764246,-77.8977749963778,-79.812219869608
1.23076923076923,1.07692307692308,3,1,-84.4616891123028,-75.6687386514156,-74.2512381416913,-78.1357380572249
1.23076923076923,1.23076923076923,3,0,-85.8688643868831,-78.6075077123576,-69.619907229592,-76.8854213584566
1.23076923076923,1.38461538461538,3,0,-87.2782882224574,-81.2227006170608,-63.5934008550119,-76.3583026114703
1.23076923076923,1.53846153846154,3,0,-88.6524726834788,-83.5325377556871,-57.1765118604182,-76.7137198672293
1.23076923076923,1.69230769230769,3,0,-89.9719393269949,-85.5815512403298,-58.2187992320768,-77.8417929442451
1.23076923076923,1.84615384615385,3,0,-91.2282252303204,-87.4134422837723,-64.9193012011696,-79.4566649123618
1.23076923076923,2,3,0,-92.419213039999,-89.0649763422799,-70.6454004123321,-81.2826553075103
1.38461538461538,0,2,1,-84.3345210918384,-76.5158335154027,-90.5940905905834,-90.6399162233867
1.38461538461538,0.153846153846154,2,0,-83.6298205824615,-72.6588608300892,-89.0476846422608,-89.3239431901623
1.38461538461538,0.307692307692308,2,0,-83.2330377001774,-67.9048515721584,-87.3272192459659,-87.9363788085411
1.38461538461538,0.461538461538462,2,0,-83.1959246712983,-62.5616737559701,-85.3884893898577,-86.4859506036051
1.38461538461538,0.615384615384615,2,0,-83.5236322007797,-59.9547959047327,-83.1679712466706,-84.9944572301867
1.38461538461538,0.769230769230769,2,0,-84.1725290093252,-63.5934008550119,-80.5696179526902,-83.5057899247961
1.38461538461538,0.923076923076923,2,0,-85.0676257644514,-68.9313784963374,-77.4380083612069,-82.0976279189484
1.38461538461538,1.07692307692308,2,0,-86.1267775675601,-73.4964128386002,-73.4964128386002,-80.8905653618937
1.38461538461538,1.23076923076923,3,1,-87.2782882224574,-77.1973284032325,-68.1746848516088,-80.0403942903189
1.38461538461538,1.38461538461538,3,0,-88.4679731393707,-80.2482974743099,-59.9547959047327,-79.6955283578242
1.38461538461538,1.53846153846154,3,0,-89.6587977582478,-82.8243106424558,-41.2148678496805,-79.9271578737016
1.38461538461538,1.69230769230769,3,0,-90.8273835959826,-85.0457486013466,-47.1635147319489,-80.6867163821932
1.38461538461538,1.84615384615385,3,0,-91.9600905293839,-86.9949396851499,-61.9884483049077,-81.835501289251
1.38461538461538,2,3,0,-93.0497749491001,-88.7295571370313,-69.3972137643147,-83.2145036948749
1.53846153846154,0,2,1,-86.2774517812876,-75.6687386514156,-90.6504524942743,-91.3892352219078
1.53846153846154,0.153846153846154,2,0,-85.7365715657604,-71.2005881798029,-89.116618128939,-90.2061023626078
1.53846153846154,0.307692307692308,2,0,-85.4372136075054,-64.9193012011696,-87.4134422837723,-88.9824903708406
1.53846153846154,0.461538461538462,2,0,-85.4094092139452,-54.5355488538317,-85.499406399513,-87.7335300010165
1.53846153846154,0.615384615384615,2,0,-85.656083482717,-41.2148678496805,-83.3158894215429,-86.4859506036051
1.53846153846154,0.769230769230769,2,0,-86.152096955942,-57.1765118604183,-80.776569507608,-85.2830233346844
1.53846153846154,0.923076923076923,2,0,-86.8521134380586,-66.3912572178841,-77.7475692811525,-84.1888834740673
1.53846153846154,1.07692307692308,2,0,-87.7026333106461,-72.2029773531727,-74.0078132949929,-83.2883717749584
1.53846153846154,1.23076923076923,3,1,-88.6524726834788,-76.4262135066254,-69.167841847569,-82.6764329812716
1.53846153846154,1.38461538461538,3,0,-89.6587977582478,-79.7394965584807,-62.5616737559701,-82.4337162581471
1.53846153846154,1.53846153846154,3,0,-90.6889617900891,-82.4644803976711,-54.5355488538317,-82.5963801286919
1.53846153846154,1.69230769230769,3,0,-91.7197634957194,-84.7782225096714,-55.9694493033636,-83.1399152906069
1.53846153846154,1.84615384615385,3,0,-92.7356473034853,-86.7884149983881,-64.0613743123105,-83.9902834753831
1.53846153846154,2,3,0,-93.7267703713713,-88.5653900575435,-70.2515435169761,-85.0530479436755
1.69230769230769,0,2,1,-88.025934693302,-75.7676279440575,-90.8445115091046,-92.1873566030845
1.69230769230769,0.153846153846154,2,0,-87.5987335842747,-71.3770430693943,-89.3531075926829,-91.1299668750404
1.69230769230769,0.307692307692308,2,0,-87.3650614757576,-65.3146853522445,-87.707791433605,-90.055852388286
1.69230769230769,0.461538461538462,2,0,-87.3434602746012,-55.9694493033636,-85.8754193450749,-88.9824903708406
1.69230769230769,0.615384615384615,2,0,-87.5357094959475,-47.1635147319489,-83.812175211874,-87.9363788085411
1.69230769230769,0.769230769230769,2,0,-87.9263631200001,-58.2187992320768,-81.4597502742306,-86.9552164252202
1.69230769230769,0.923076923076923,2,0,-88.4866246488463,-66.7188867536096,-78.7418806058203,-86.0886406417263
1.69230769230769,1.07692307692308,2,0,-89.1806838916472,-72.357977190836,-75.5685541118604,-85.3954690237446
1.69230769230769,1.23076923076923,3,1,-89.9719393269949,-76.5158335154027,-71.8832242033275,-84.9354142489009
1.69230769230769,1.38461538461538,3,0,-90.8273835959826,-79.7977304160502,-67.9048515721584,-84.7555004999554
1.69230769230769,1.53846153846154,3,0,-91.7197634957194,-82.505307717692,-64.9193012011696,-84.8759119632629
1.69230769230769,1.69230769230769,3,0,-92.6280043752226,-84.8084139056715,-65.3146853522445,-85.2830233346844
1.69230769230769,1.84615384615385,3,0,-93.5366293292491,-86.8116394894226,-68.6873711948868,-85.9341625489046
1.69230769230769,2,3,0,-94.4347680337938,-88.5838058127878,-72.6588608300892,-86.7709502364527
1.84615384615385,0,2,1,-89.6107008889415,-76.7785604384393,-91.166141663093,-93.0137845205827
1.84615384615385,0.153846153846154,2,0,-89.2652786517797,-73.0890949498724,-89.7422463417422,-92.0716535915174
1.84615384615385,0.307692307692308,2,0,-89.0779195123476,-68.6873711948868,-88.1874458114529,-91.1299668750404
1.84615384615385,0.461538461538462,2,0,-89.0606570806338,-64.0613743123105,-86.4798987160784,-90.2061023626078
1.84615384615385,0.615384615384615,2,0,-89.2146341482089,-61.9884483049077,-84.5945279440587,-89.3239431901623
1.84615384615385,0.769230769230769,2,0,-89.5298611992013,-64.9193012011696,-82.505307717692,-88.514516913542
1.84615384615385,0.923076923076923,2,0,-89.9872648785973,-69.6199072295921,-80.1934068171773,-87.8153161878134
1.84615384615385,1.07692307692308,2,0,-90.5622035546341,-73.8831327798219,-77.671345628492,-87.2673720221661
1.84615384615385,1.23076923076923,3,1,-91.2282252303204,-77.4380083612069,-75.0469491933044,-86.9095643634379
1.84615384615385,1.38461538461538,3,0,-91.9600905293839,-80.410644854396,-72.6588608300892,-86.7709502364527
1.84615384615385,1.53846153846154,3,0,-92.7356473034853,-82.9405882337432,-71.2005881798029,-86.8636381957698
1.84615384615385,1.69230769230769,3,0,-93.5366293292491,-85.1328843100819,-71.3770430693943,-87.1794769987466
1.84615384615385,1.84615384615385,3,0,-94.3486881218793,-87.0625604017773,-73.0890949498724,-87.6923066177776
1.84615384615385,2,3,0,-95.1609918350338,-88.7835057343348,-75.5685541118604,-88.3645688575696
2,0,2,1,-91.0570999667408,-78.401415849399,-91.5998083936044,-93.8524945548675
2,0.153846153846154,2,0,-90.7723151058137,-75.5685541118604,-90.2616938199091,-93.0137845205827
2,0.307692307692308,2,0,-90.6188000410813,-72.6588608300892,-88.8192612288973,-92.1873566030845
2,0.461538461538462,2,0,-90.6046901307052,-70.2515435169761,-87.2619080743333,-91.3892352219078
2,0.615384615384615,2,0,-90.730751988264,-69.3972137643147,-85.5815512403298,-90.6399162233867
2,0.769230769230769,2,0,-90.9902495128511,-70.6454004123321,-83.7777745231457,-89.9642650208973
2,0.923076923076923,2,0,-91.3700920228462,-73.2272916674033,-81.8687625979864,-89.3904420245307
2,1.07692307692308,2,0,-91.8528767787226,-76.1508755522431,-79.9128847211258,-88.9474915440687
2,1.23076923076923,3,1,-92.419213039999,-78.9391149176363,-78.0450877873439,-88.6615818666989
2,1.38461538461538,3,0,-93.0497749491001,-81.4597502742306,-76.5158335154027,-88.5515490858328
2,1.53846153846154,3,0,-93.7267703713713,-83.7085054942053,-75.6687386514156,-88.62507986354
2,1.69230769230769,3,0,-94.4347680337938,-85.7165288075569,-75.7676279440575,-88.8770097715076
2,1.84615384615385,3,0,-95.1609918350338,-87.5198719992702,-76.7785604384393,-89.2904757106229
2,2,3,0,-95.8952525236499,-89.150853299645,-78.401415849399,-89.8404172596997
